"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","21","8","2","1","86.898743","0","26"
"/Game/StarterContent/Materials/M_Glass.M_Glass","21","32","5","1","165.451309","0","528"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","21","45","5","1","246.894119","0","681"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","21","45","1","1","104.297966","0","1074"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","21","45","1","1","114.853760","0","1075"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","21","2","2","1","2.603287","0","3"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","21","2","2","1","3.037133","0","3"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","21","60","1","1","162.901291","0","1875"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","21","45","1","1","127.554756","0","1038"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","21","45","1","1","129.679901","0","1079"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","21","60","1","1","142.563538","0","1873"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","21","12","1","1","16.179874","0","89"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","21","45","1","1","110.582169","0","1079"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","21","32","1","1","58.001629","0","550"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","21","45","1","1","161.332123","0","1046"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","21","6","1","1","9.989982","0","26"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","21","30","1","1","57.654606","0","494"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","21","45","1","1","138.947876","0","1030"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","21","45","1","1","128.819031","0","1028"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","21","45","1","1","134.924637","0","1007"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","21","45","1","1","134.538300","0","984"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","21","45","1","1","137.387268","0","852"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","21","45","1","1","138.511154","0","928"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","21","45","1","1","141.076004","0","976"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","21","45","1","1","131.474030","0","752"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","21","45","1","1","134.708618","0","689"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","21","45","1","1","133.467911","0","721"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","21","45","1","1","135.053146","0","764"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","21","45","1","1","129.693527","0","921"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","21","45","1","1","132.225616","0","878"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","21","45","1","1","134.825684","0","773"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","21","45","1","1","136.153290","0","852"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","21","45","1","1","138.890503","0","865"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","21","45","1","1","135.417770","0","862"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","21","45","1","1","137.251221","0","808"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","21","45","1","1","126.825241","0","901"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","21","45","1","1","135.326950","0","508"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","21","45","1","1","130.713303","0","603"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","21","45","1","1","132.559586","0","525"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","21","45","1","1","127.213684","0","464"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","21","6","1","1","9.974648","0","26"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","21","6","1","1","10.140695","0","24"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","21","40","1","1","67.065971","0","417"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","21","45","1","1","128.720352","0","546"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","21","45","1","1","135.567825","0","500"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","21","45","1","1","122.306442","0","443"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","21","45","1","1","121.716774","0","520"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","21","45","1","1","121.741074","0","454"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","21","45","1","1","119.977707","0","510"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","21","45","1","1","123.079834","0","443"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","21","45","1","1","124.494675","0","403"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","21","45","1","1","124.598038","0","534"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","21","45","1","1","124.430130","0","510"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","21","45","1","1","125.049377","0","485"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","21","51","1","1","124.341827","0","664"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","21","12","1","1","16.407480","0","46"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","21","45","1","1","120.036758","0","434"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","21","45","2","1","111.644409","0","502"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","21","45","1","1","109.835106","0","481"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","21","45","1","1","102.806358","0","440"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","21","45","1","1","103.708000","0","484"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","21","45","1","1","106.058609","0","473"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","21","45","1","1","119.807533","0","525"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","21","45","1","1","115.457596","0","479"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","21","45","1","1","112.026459","0","433"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","21","8","1","1","11.502286","0","32"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","21","8","1","1","11.346500","0","36"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","21","45","1","1","130.270645","0","417"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","21","45","1","1","133.591980","0","462"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","21","4","4","2","5.245163","0","6"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","21","10","1","1","15.658199","0","45"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","21","2","2","1","2.810445","0","3"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","21","60","1","1","198.961227","0","609"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","21","45","7","1","143.029053","0","429"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","21","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","21","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","21","0","2","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","21","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","21","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","21","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","21","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","21","0","20","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","21","0","4","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","21","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","21","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","21","0","30","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","21","0","15","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","21","0","2","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","21","0","2","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","21","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","21","0","2","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","21","0","4","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","21","0","28","3","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","21","0","60","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","21","0","60","1","0.000000","0","0"
